"National Provider Number (NPI)"	"Provider Name Prefix"	"First Name of Provider"	"Middle Initial of Provider"	"Last Name of Provider"	"Suffix of Provider"	"Physician / Non-Physician"	"Specialty Type  (area of medicine)"	"Street Address"	"Street Address 2"	"City"	"State"	"County"	"Zip"	"Network IDs"	"FIPS Code"	"ProvDirIND01of0218973IA252D20140722T115902"
"628"	"1744547508"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"035 Cardiothoracic Surgery"	"250 W 9TH ST"	NA	"Uniondale"	"NY"	"countyb"	"11555"	"NEN001"	"13006"	NA
"629"	"1378124044"	NA	"DARELL"	NA	"ACUNA-001"	NA	"Non-Physician"	"029 Psychiatry"	"250 W 9TH ST"	NA	"Valley Head"	"AL"	"countya"	"35989"	"NEN001"	"25002"	NA
"630"	"1792101366"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Manchester"	"MN"	"countyb"	"56064"	"MIN003"	"25002"	NA
"631"	"1922676823"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Non-Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Mountain"	"WI"	"countya"	"54149"	"NEN001"	"13006"	NA
"632"	"1408355169"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Wilson"	"WY"	"countyb"	"83014"	"MIN003"	"13006"	NA
"633"	"1118532551"	NA	"GEANA"	NA	"OBLAICH"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Bowie"	"AZ"	"countya"	"85605"	"NEN001"	"15004"	NA
"634"	"1233204631"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Brooklyn"	"NY"	"countyb"	"11254"	"MIN003"	"15004"	NA
"635"	"1291818782"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"014 Gastroenterology"	"250 W 9TH ST"	NA	"Sacramento"	"CA"	"countya"	"95887"	"NEN001"	"13006"	NA
"636"	"1264091817"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Houston"	"TX"	"countyb"	"77017"	"NEN001"	"25002"	NA
"637"	"1182015292"	NA	"GEANA"	NA	"ACUNA-001"	NA	"Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Lawson"	"MO"	"countya"	"64062"	"NEN001"	"25002"	NA
"638"	"1479019706"	NA	"DARELL"	NA	"JOHNSON"	NA	"Non-Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Lemoore"	"CA"	"countyb"	"93245"	"NEN001"	"13006"	NA
"639"	"1590469909"	NA	"GREG"	NA	"ACUNA-001"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Bowden"	"WV"	"countya"	"26254"	"NEN001"	"13006"	NA
"640"	"1774920246"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"King And Queen Court Hous"	"VA"	"countyb"	"23085"	"NEN001"	"25002"	NA
"641"	"1493171717"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Brooksville"	"FL"	"countyb"	"34801"	"MIN003"	"13006"	NA
"642"	"1748629572"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Physician"	"051 Speech Therapy"	"250 W 9TH ST"	NA	"Rutland"	"IL"	"countya"	"61358"	"MIN003"	"25002"	NA
"643"	"1028386554"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Physician"	"025 Orthopedic Surgery"	"250 W 9TH ST"	NA	"Boca Raton"	"FL"	"countyb"	"33431"	"MIN003"	"25002"	NA
"644"	"1752996388"	NA	"TRAISURE"	NA	"BLAKE"	NA	"Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Wapakoneta"	"OH"	"countya"	"45895"	"NEN001"	"13006"	NA
"645"	"1245075586"	NA	"GREG"	NA	"BLAKELY"	NA	"Non-Physician"	"062 Heart/Lung Transplant Program"	"250 W 9TH ST"	NA	"Worthington"	"KY"	"countya"	"41183"	"MIN003"	"25002"	NA
"646"	"1115650620"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Non-Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Beech Bottom"	"WV"	"countyb"	"26030"	"MIN003"	"25002"	NA
"647"	"1744313022"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Dahlgren"	"IL"	"countyb"	"62828"	"MIN003"	"15004"	NA
"648"	"1077053695"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"056 Durable Medical Equipment"	"250 W 9TH ST"	NA	"Palmdale"	"CA"	"countyb"	"93552"	"NEN001"	"13006"	NA
"649"	"1950695812"	NA	"TERALIN"	NA	"ACUNA-001"	NA	"Non-Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Forest"	"LA"	"countyb"	"71242"	"NEN001"	"25002"	NA
"650"	"1836141585"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Bern"	"KS"	"countya"	"66408"	"MIN003"	"15004"	NA
"651"	"1372488850"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Amelia"	"NE"	"countya"	"68711"	"NEN001"	"25002"	NA
"652"	"1779477895"	NA	"DARELL"	NA	"BLAKE"	NA	"Non-Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Bucoda"	"WA"	"countyb"	"98530"	"MIN003"	"25002"	NA
"653"	"1052004051"	NA	"TRAISURE"	NA	"ABEURISHAL"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Portland"	"OR"	"countya"	"97255"	"MIN003"	"15004"	NA
"654"	"1974826771"	NA	"CALLIS"	NA	"ADAMSON"	NA	"Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Oakland"	"NE"	"countya"	"68045"	"MIN003"	"25002"	NA
"655"	"1436798688"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Jackson"	"IN"	"countyb"	"47718"	"NEN001"	"13006"	NA
"656"	"1587213037"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Miami"	"FL"	"countyb"	"33127"	"MIN003"	"25002"	NA
"657"	"1035147559"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Shiloh"	"OH"	"countyb"	"44878"	"MIN003"	"25002"	NA
"658"	"1728146953"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Non-Physician"	"030 Pulmonary Disease"	"250 W 9TH ST"	NA	"Knoxville"	"AL"	"countya"	"35469"	"NEN001"	"25002"	NA
"659"	"1245431001"	NA	"PRESTON"	NA	"BLAKE"	NA	"Non-Physician"	"003 Internal Medicine"	"250 W 9TH ST"	NA	"Bellevue"	"NE"	"countya"	"68147"	"MIN003"	"13006"	NA
"660"	"1239775970"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Non-Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Lock Haven"	"PA"	"countyb"	"17745"	"MIN003"	"25002"	NA
"661"	"1432101757"	NA	"DARELL"	NA	"OBLAICH"	NA	"Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Coolville"	"OH"	"countyb"	"45723"	"MIN003"	"15004"	NA
"662"	"1495309221"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Jackson"	"WI"	"countya"	"53037"	"NEN001"	"15004"	NA
"663"	"1945962300"	NA	"GEANA"	NA	"OBLAICH"	NA	"Physician"	"033 Urology"	"250 W 9TH ST"	NA	"Laytonville"	"CA"	"countya"	"95454"	"NEN001"	"15004"	NA
"664"	"1617367810"	NA	"EDWARD"	NA	"OBLAICH"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Silex"	"MO"	"countyb"	"63377"	"MIN003"	"15004"	NA
"665"	"1321583785"	NA	"RANDOLPH"	NA	"ADAMSON"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Edgewater"	"NJ"	"countya"	"07020"	"NEN001"	"25002"	NA
"666"	"1473811606"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Perry"	"OH"	"countya"	"44081"	"MIN003"	"13006"	NA
"667"	"1706273010"	NA	"TRAISURE"	NA	"ACEMAN"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Tarpon Springs"	"FL"	"countya"	"34689"	"NEN001"	"15004"	NA
"668"	"1037701584"	NA	"GREG"	NA	"ACUNA-001"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Grover Beach"	"CA"	"countyb"	"93483"	"NEN001"	"15004"	NA
"669"	"1022894268"	NA	"TERALIN"	NA	"BLAKELY"	NA	"Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Carlisle"	"SD"	"countya"	"57841"	"NEN001"	"13006"	NA
"670"	"1453244485"	NA	"GEANA"	NA	"JOHNSON"	NA	"Non-Physician"	"055 Home Health"	"250 W 9TH ST"	NA	"Haven"	"KS"	"countyb"	"67543"	"NEN001"	"13006"	NA
"671"	"1961285149"	NA	"GREG"	NA	"BLAKELY"	NA	"Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"Winslow"	"NE"	"countya"	"68072"	"MIN003"	"25002"	NA
"672"	"1990424962"	NA	"PRESTON"	NA	"JOHNSON"	NA	"Non-Physician"	"007 Allergy and Immunology"	"250 W 9TH ST"	NA	"Lafayette"	"IN"	"countyb"	"47909"	"MIN003"	"15004"	NA
"673"	"1865124011"	NA	"GREG"	NA	"ACUNA-001"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Milledgeville"	"GA"	"countyb"	"31061"	"NEN001"	"13006"	NA
"674"	"1608683405"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"West Liberty"	"OH"	"countyb"	"43357"	"NEN001"	"13006"	NA
"675"	"1861443885"	NA	"GREG"	NA	"BLAKE"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Lepanto"	"AR"	"countya"	"72354"	"MIN003"	"15004"	NA
"676"	"1122113930"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Wakefield"	"RI"	"countyb"	"02879"	"NEN001"	"13006"	NA
"677"	"1882938599"	NA	"DARELL"	NA	"ADAMSON"	NA	"Physician"	"Dental - General"	"250 W 9TH ST"	NA	"Kenton"	"OK"	"countya"	"73946"	"MIN003"	"25002"	NA
"678"	"1156012837"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Hydesville"	"CA"	"countya"	"95547"	"NEN001"	"13006"	NA
"679"	"1319239279"	NA	"TERALIN"	NA	"ACEMAN"	NA	"Non-Physician"	"Dental - Periodontist"	"250 W 9TH ST"	NA	"Poplar Grove"	"AR"	"countya"	"72374"	"NEN001"	"15004"	NA
"680"	"1302936792"	NA	"PRESTON"	NA	"ADAMSON"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Plano"	"TX"	"countya"	"75023"	"MIN003"	"25002"	NA
"681"	"1707184743"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Physician"	"014 Gastroenterology"	"250 W 9TH ST"	NA	"Fort Buchanan"	"PR"	"countyb"	"00934"	"MIN003"	"15004"	NA
"682"	"1188610910"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Non-Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Poy Sippi"	"WI"	"countya"	"54967"	"MIN003"	"15004"	NA
"683"	"1733114257"	NA	"PRESTON"	NA	"ACEMAN"	NA	"Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Perryville"	"MO"	"countyb"	"63375"	"MIN003"	"15004"	NA
"684"	"1561482520"	NA	"TRAISURE"	NA	"ADAMSON"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Spencer"	"IN"	"countyb"	"47460"	"NEN001"	"15004"	NA
"685"	"1609977317"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Non-Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Bethany Beach"	"DE"	"countyb"	"19999"	"MIN003"	"15004"	NA
"686"	"1187624576"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Cascade"	"ID"	"countya"	"83611"	"NEN001"	"25002"	NA
"687"	"1864642323"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"027 Plastic Surgery"	"250 W 9TH ST"	NA	"Jackson"	"MS"	"countyb"	"39210"	"NEN001"	"25002"	NA
"688"	"1658021922"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Lexington"	"GA"	"countya"	"30648"	"MIN003"	"15004"	NA
"689"	"1342854241"	NA	"TERALIN"	NA	"JOHNSON"	NA	"Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Roanoke"	"VA"	"countya"	"24011"	"MIN003"	"13006"	NA
"690"	"1372439350"	NA	"RANDOLPH"	NA	"ACUNA-001"	NA	"Non-Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Hartford"	"CT"	"countyb"	"06112"	"NEN001"	"13006"	NA
"691"	"1056766762"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"101 Pediatrics"	"250 W 9TH ST"	NA	"Jamestown"	"CA"	"countyb"	"95327"	"MIN003"	"15004"	NA
"692"	"1877750920"	NA	"EDWARD"	NA	"ACEMAN"	NA	"Physician"	"049 Physical Therapy (including Ambulatory Health Care Facilities - Physical Therapy)"	"250 W 9TH ST"	NA	"Avila Beach"	"CA"	"countya"	"93424"	"MIN003"	"25002"	NA
"693"	"1810827225"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Non-Physician"	"013 ENT/Otolaryngology"	"250 W 9TH ST"	NA	"El Paso"	"TX"	"countyb"	"88516"	"NEN001"	"13006"	NA
"694"	"1386611474"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Pine Level"	"AL"	"countya"	"36065"	"MIN003"	"15004"	NA
"695"	"1830327731"	NA	"EDWARD"	NA	"BLAKELY"	NA	"Physician"	"022 Radiation Oncology"	"250 W 9TH ST"	NA	"Bluffton"	"GA"	"countyb"	"31724"	"MIN003"	"13006"	NA
"696"	"1593637157"	NA	"GREG"	NA	"OBLAICH"	NA	"Non-Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Warrensburg"	"MO"	"countyb"	"64093"	"MIN003"	"13006"	NA
"697"	"1064927168"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"Faith"	"SD"	"countya"	"57626"	"MIN003"	"25002"	NA
"698"	"1710867320"	NA	"DARELL"	NA	"ACEMAN"	NA	"Non-Physician"	"005 Primary Care – Physician Assistant"	"250 W 9TH ST"	NA	"Tombstone"	"AZ"	"countyb"	"85638"	"MIN003"	"13006"	NA
"699"	"1712386897"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Physician"	"044 Outpatient Dialysis"	"250 W 9TH ST"	NA	"Austin"	"TX"	"countyb"	"78754"	"NEN001"	"15004"	NA
"700"	"1971713889"	NA	"GEANA"	NA	"ADAMSON"	NA	"Physician"	"002 Family Medicine"	"250 W 9TH ST"	NA	"Slate Run"	"PA"	"countyb"	"17769"	"MIN003"	"25002"	NA
"701"	"1346350698"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Louin"	"MS"	"countya"	"39338"	"MIN003"	"25002"	NA
"702"	"1533324394"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Genesee"	"MI"	"countyb"	"48437"	"NEN001"	"15004"	NA
"703"	"1959397268"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Albany"	"GA"	"countyb"	"31707"	"MIN003"	"15004"	NA
"704"	"1617454038"	NA	"RANDOLPH"	NA	"JOHNSON"	NA	"Non-Physician"	"Dental - Orthodontist"	"250 W 9TH ST"	NA	"Sunset"	"ME"	"countya"	"04683"	"NEN001"	"15004"	NA
"705"	"1759214995"	NA	"GREG"	NA	"ADAMSON"	NA	"Non-Physician"	"046 Skilled Nursing Facilities"	"250 W 9TH ST"	NA	"Bingham Canyon"	"UT"	"countyb"	"84006"	"NEN001"	"15004"	NA
"706"	"1543421244"	NA	"PRESTON"	NA	"OBLAICH"	NA	"Physician"	"011 Dermatology"	"250 W 9TH ST"	NA	"Birmingham"	"AL"	"countyb"	"35287"	"NEN001"	"15004"	NA
"707"	"1713152755"	NA	"DARELL"	NA	"ACEMAN"	NA	"Non-Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"Worthington"	"MA"	"countya"	"01098"	"MIN003"	"25002"	NA
"708"	"1943169255"	NA	"GREG"	NA	"ACUNA-001"	NA	"Physician"	"Pharmacy"	"250 W 9TH ST"	NA	"Monarch"	"MT"	"countya"	"59463"	"NEN001"	"15004"	NA
"709"	"1301831971"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Non-Physician"	"052 Psychiatric Hospital"	"250 W 9TH ST"	NA	"Cameron"	"MT"	"countyb"	"59720"	"NEN001"	"13006"	NA
"710"	"1018535792"	NA	"TRAISURE"	NA	"OBLAICH"	NA	"Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Butte"	"MT"	"countya"	"59702"	"NEN001"	"25002"	NA
"711"	"1657563504"	NA	"CALLIS"	NA	"ACEMAN"	NA	"Non-Physician"	"067 Pancreas Transplant Program"	"250 W 9TH ST"	NA	"West Springfield"	"MA"	"countyb"	"01089"	"MIN003"	"15004"	NA
"712"	"1709211941"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"048 Mammography"	"250 W 9TH ST"	NA	"Fort Thomas"	"KY"	"countyb"	"41075"	"MIN003"	"25002"	NA
"713"	"1314397201"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Aragon"	"NM"	"countyb"	"87820"	"MIN003"	"25002"	NA
"714"	"1056592941"	NA	"CALLIS"	NA	"OBLAICH"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Quincy"	"KY"	"countyb"	"41166"	"NEN001"	"15004"	NA
"715"	"1188873942"	NA	"CALLIS"	NA	"BLAKE"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Friendsville"	"MD"	"countyb"	"21531"	"NEN001"	"15004"	NA
"716"	"1796302349"	NA	"EDWARD"	NA	"ADAMSON"	NA	"Non-Physician"	"015 General Surgery"	"250 W 9TH ST"	NA	"Blum"	"TX"	"countyb"	"76627"	"NEN001"	"25002"	NA
"717"	"1839514209"	NA	"DARELL"	NA	"ABEURISHAL"	NA	"Non-Physician"	"006 Primary Care – Nurse Practitioner"	"250 W 9TH ST"	NA	"Mayslick"	"KY"	"countya"	"41055"	"NEN001"	"25002"	NA
"718"	"1012704813"	NA	"RANDOLPH"	NA	"OBLAICH"	NA	"Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"Raymond"	"IL"	"countya"	"62560"	"MIN003"	"13006"	NA
"719"	"1456099433"	NA	"TRAISURE"	NA	"BLAKELY"	NA	"Non-Physician"	"061 Heart Transplant Program"	"250 W 9TH ST"	NA	"West Warwick"	"RI"	"countya"	"02893"	"MIN003"	"13006"	NA
"720"	"1823276146"	NA	"DARELL"	NA	"BLAKELY"	NA	"Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Fayetteville"	"AR"	"countyb"	"72703"	"MIN003"	"15004"	NA
"721"	"1951831144"	NA	"TERALIN"	NA	"BLAKE"	NA	"Physician"	"020 Neurological Surgery"	"250 W 9TH ST"	NA	"Wheeling"	"MO"	"countyb"	"64688"	"NEN001"	"13006"	NA
"722"	"1972512191"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"064 Kidney Transplant Program"	"250 W 9TH ST"	NA	"Lynchburg"	"VA"	"countya"	"24505"	"MIN003"	"25002"	NA
"723"	"1118712526"	NA	"PRESTON"	NA	"JOHNSON"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Rochester"	"NY"	"countya"	"14610"	"MIN003"	"13006"	NA
"724"	"1919521092"	NA	"DARELL"	NA	"OBLAICH"	NA	"Non-Physician"	"034 Vascular Surgery"	"250 W 9TH ST"	NA	"Waverly Hall"	"GA"	"countya"	"31831"	"MIN003"	"13006"	NA
"725"	"1918270960"	NA	"TERALIN"	NA	"ADAMSON"	NA	"Non-Physician"	"040 General Acute Care Hospital"	"250 W 9TH ST"	NA	"West Glacier"	"MT"	"countya"	"59936"	"NEN001"	"15004"	NA
"726"	"1138976856"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Physician"	"001 General Practice"	"250 W 9TH ST"	NA	"Grand Portage"	"MN"	"countyb"	"55605"	"NEN001"	"15004"	NA
"727"	"1748644746"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Quail"	"TX"	"countyb"	"79251"	"NEN001"	"13006"	NA
"728"	"1058990274"	NA	"GREG"	NA	"JOHNSON"	NA	"Non-Physician"	"043 Critical Care Services - Intensive Care Units (ICU)"	"250 W 9TH ST"	NA	"Ada"	"OK"	"countyb"	"74520"	"NEN001"	"15004"	NA
"729"	"1018769532"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Physician"	"054 Orthotics and Prosthetics"	"250 W 9TH ST"	NA	"Santa Fe"	"NM"	"countya"	"87594"	"MIN003"	"25002"	NA
"730"	"1585823187"	NA	"RANDOLPH"	NA	"BLAKELY"	NA	"Non-Physician"	"031 Rheumatology"	"250 W 9TH ST"	NA	"Cuyahoga Falls"	"OH"	"countya"	"44221"	"MIN003"	"25002"	NA
"731"	"1528436191"	NA	"GEANA"	NA	"BLAKELY"	NA	"Non-Physician"	"045 Surgical Services (Ambulatory Surgical Centers/Outpatient)"	"250 W 9TH ST"	NA	"Jackson"	"MS"	"countyb"	"39269"	"MIN003"	"15004"	NA
"732"	"1262225488"	NA	"CALLIS"	NA	"ACUNA-001"	NA	"Physician"	"019 Neurology"	"250 W 9TH ST"	NA	"Millport"	"AL"	"countyb"	"35576"	"NEN001"	"15004"	NA
"733"	"1953795042"	NA	"TERALIN"	NA	"OBLAICH"	NA	"Physician"	"047 Diagnostic Radiology (including Ambulatory Health Care Facilities – Radiology and Magnetic Resonance Imaging (MRI)"	"250 W 9TH ST"	NA	"Middleton"	"WI"	"countyb"	"53562"	"MIN003"	"25002"	NA
"734"	"1419175692"	NA	"GEANA"	NA	"OBLAICH"	NA	"Non-Physician"	"050 Occupational Therapist"	"250 W 9TH ST"	NA	"Calvert"	"AL"	"countyb"	"36513"	"MIN003"	"15004"	NA
"735"	"1930195384"	NA	"GEANA"	NA	"ACEMAN"	NA	"Physician"	"066 Lung Transplant Program"	"250 W 9TH ST"	NA	"Clinton"	"KY"	"countya"	"42031"	"MIN003"	"15004"	NA
"736"	"1943969325"	NA	"PRESTON"	NA	"ABEURISHAL"	NA	"Physician"	"012 Endocrinology"	"250 W 9TH ST"	NA	"Lewisville"	"TX"	"countyb"	"75029"	"NEN001"	"25002"	NA
"737"	"1796986593"	NA	"CALLIS"	NA	"JOHNSON"	NA	"Physician"	"026 Physical Medicine & Rehabilitation"	"250 W 9TH ST"	NA	"Wareham"	"MA"	"countyb"	"02571"	"MIN003"	"25002"	NA
"738"	"1686468733"	NA	"RANDOLPH"	NA	"ABEURISHAL"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Steamboat Rock"	"IA"	"countyb"	"50672"	"MIN003"	"25002"	NA
"739"	"1438918812"	NA	"EDWARD"	NA	"JOHNSON"	NA	"Non-Physician"	"017 Infectious Diseases"	"250 W 9TH ST"	NA	"Riner"	"VA"	"countya"	"24149"	"NEN001"	"25002"	NA
"740"	"1023194994"	NA	"CALLIS"	NA	"ABEURISHAL"	NA	"Non-Physician"	"041 Cardiac Surgery Program"	"250 W 9TH ST"	NA	"Bulger"	"PA"	"countya"	"15019"	"MIN003"	"15004"	NA
"741"	"1255687063"	NA	"GREG"	NA	"BLAKE"	NA	"Physician"	"042 Cardiac Catheterization Services"	"250 W 9TH ST"	NA	"West Enfield"	"ME"	"countya"	"04493"	"MIN003"	"13006"	NA
"742"	"1149103427"	NA	"TERALIN"	NA	"ABEURISHAL"	NA	"Non-Physician"	"057 Ambulatory Health Care Facilities - Infusion Therapy/Oncology/Radiology"	"250 W 9TH ST"	NA	"Conway"	"MO"	"countyb"	"65632"	"MIN003"	"13006"	NA
"743"	"1299541922"	NA	"PRESTON"	NA	"BLAKELY"	NA	"Non-Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Gruver"	"TX"	"countyb"	"79040"	"NEN001"	"13006"	NA
"744"	"1034132048"	NA	"GEANA"	NA	"BLAKE"	NA	"Non-Physician"	"065 Liver Transplant Program"	"250 W 9TH ST"	NA	"Dallas"	"TX"	"countya"	"75367"	"MIN003"	"25002"	NA
"745"	"1586740590"	NA	"TRAISURE"	NA	"ACUNA-001"	NA	"Non-Physician"	"000 OTHER"	"250 W 9TH ST"	NA	"Sinking Spring"	"OH"	"countyb"	"45172"	"MIN003"	"15004"	NA
"746"	"1231306046"	NA	"TRAISURE"	NA	"JOHNSON"	NA	"Physician"	"Dental - Endodontist"	"250 W 9TH ST"	NA	"Victorville"	"CA"	"countyb"	"92392"	"MIN003"	"25002"	NA
"747"	"1366232055"	NA	"GEANA"	NA	"ADAMSON"	NA	"Non-Physician"	"023 Ophthalmology"	"250 W 9TH ST"	NA	"Evansville"	"IN"	"countyb"	"47730"	"NEN001"	"25002"	NA
"748"	"1281885282"	NA	"TERALIN"	NA	"ADAMSON"	NA	"Physician"	"018 Nephrology"	"250 W 9TH ST"	NA	"Danbury"	"TX"	"countyb"	"77534"	"NEN001"	"25002"	NA
